i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3305.txt;genetic;33;filltruck;1886;5;779;5;581;1000;100;0.7;50
1;A3305.txt;genetic;33;filltruck;1886;5;701;5;354;1000;100;0.7;50
2;A3305.txt;genetic;33;filltruck;1886;5;717;5;416;1000;100;0.7;50
3;A3305.txt;genetic;33;filltruck;1886;5;780;5;313;1000;100;0.7;50
4;A3305.txt;genetic;33;filltruck;1886;5;871;5;317;1000;100;0.7;50
5;A3305.txt;genetic;33;filltruck;1886;5;797;5;345;1000;100;0.7;50
6;A3305.txt;genetic;33;filltruck;1886;5;704;5;308;1000;100;0.7;50
7;A3305.txt;genetic;33;filltruck;1886;5;876;5;305;1000;100;0.7;50
8;A3305.txt;genetic;33;filltruck;1886;5;782;5;311;1000;100;0.7;50
9;A3305.txt;genetic;33;filltruck;1886;5;828;5;308;1000;100;0.7;50
10;A3305.txt;genetic;33;filltruck;1886;5;746;5;307;1000;100;0.7;50
11;A3305.txt;genetic;33;filltruck;1886;5;797;5;345;1000;100;0.7;50
12;A3305.txt;genetic;33;filltruck;1886;5;769;5;310;1000;100;0.7;50
13;A3305.txt;genetic;33;filltruck;1886;5;769;5;314;1000;100;0.7;50
14;A3305.txt;genetic;33;filltruck;1886;5;828;5;318;1000;100;0.7;50
15;A3305.txt;genetic;33;filltruck;1886;5;774;6;324;1000;100;0.7;50
16;A3305.txt;genetic;33;filltruck;1886;5;754;5;318;1000;100;0.7;50
17;A3305.txt;genetic;33;filltruck;1886;5;768;5;312;1000;100;0.7;50
18;A3305.txt;genetic;33;filltruck;1886;5;806;5;309;1000;100;0.7;50
19;A3305.txt;genetic;33;filltruck;1886;5;789;5;308;1000;100;0.7;50
20;A3305.txt;genetic;33;filltruck;1886;5;697;5;306;1000;100;0.7;50
21;A3305.txt;genetic;33;filltruck;1886;5;773;5;306;1000;100;0.7;50
22;A3305.txt;genetic;33;filltruck;1886;5;758;5;305;1000;100;0.7;50
23;A3305.txt;genetic;33;filltruck;1886;5;804;5;306;1000;100;0.7;50
24;A3305.txt;genetic;33;filltruck;1886;5;762;5;314;1000;100;0.7;50
25;A3305.txt;genetic;33;filltruck;1886;5;787;5;317;1000;100;0.7;50
26;A3305.txt;genetic;33;filltruck;1886;5;706;5;318;1000;100;0.7;50
27;A3305.txt;genetic;33;filltruck;1886;5;810;5;319;1000;100;0.7;50
28;A3305.txt;genetic;33;filltruck;1886;5;804;5;326;1000;100;0.7;50
29;A3305.txt;genetic;33;filltruck;1886;5;726;5;319;1000;100;0.7;50
30;A3305.txt;genetic;33;filltruck;1886;5;756;6;318;1000;100;0.7;50
31;A3305.txt;genetic;33;filltruck;1886;5;735;5;319;1000;100;0.7;50
32;A3305.txt;genetic;33;filltruck;1886;5;732;5;313;1000;100;0.7;50
33;A3305.txt;genetic;33;filltruck;1886;5;816;5;317;1000;100;0.7;50
34;A3305.txt;genetic;33;filltruck;1886;5;764;5;329;1000;100;0.7;50
35;A3305.txt;genetic;33;filltruck;1886;5;733;5;378;1000;100;0.7;50
36;A3305.txt;genetic;33;filltruck;1886;5;722;5;329;1000;100;0.7;50
37;A3305.txt;genetic;33;filltruck;1886;5;809;5;332;1000;100;0.7;50
38;A3305.txt;genetic;33;filltruck;1886;5;795;5;312;1000;100;0.7;50
39;A3305.txt;genetic;33;filltruck;1886;5;776;5;326;1000;100;0.7;50
40;A3305.txt;genetic;33;filltruck;1886;5;776;5;336;1000;100;0.7;50
41;A3305.txt;genetic;33;filltruck;1886;5;725;5;326;1000;100;0.7;50
42;A3305.txt;genetic;33;filltruck;1886;5;766;5;322;1000;100;0.7;50
43;A3305.txt;genetic;33;filltruck;1886;5;696;5;312;1000;100;0.7;50
44;A3305.txt;genetic;33;filltruck;1886;5;752;5;328;1000;100;0.7;50
45;A3305.txt;genetic;33;filltruck;1886;5;780;5;327;1000;100;0.7;50
46;A3305.txt;genetic;33;filltruck;1886;5;723;5;334;1000;100;0.7;50
47;A3305.txt;genetic;33;filltruck;1886;5;788;5;317;1000;100;0.7;50
48;A3305.txt;genetic;33;filltruck;1886;5;812;5;308;1000;100;0.7;50
49;A3305.txt;genetic;33;filltruck;1886;5;768;5;309;1000;100;0.7;50
50;A3305.txt;genetic;33;filltruck;1886;5;854;5;309;1000;100;0.7;50
51;A3305.txt;genetic;33;filltruck;1886;5;736;5;310;1000;100;0.7;50
52;A3305.txt;genetic;33;filltruck;1886;5;878;5;321;1000;100;0.7;50
53;A3305.txt;genetic;33;filltruck;1886;5;717;5;330;1000;100;0.7;50
54;A3305.txt;genetic;33;filltruck;1886;5;782;5;316;1000;100;0.7;50
55;A3305.txt;genetic;33;filltruck;1886;5;747;5;318;1000;100;0.7;50
56;A3305.txt;genetic;33;filltruck;1886;5;774;5;308;1000;100;0.7;50
57;A3305.txt;genetic;33;filltruck;1886;5;743;5;316;1000;100;0.7;50
58;A3305.txt;genetic;33;filltruck;1886;5;756;5;309;1000;100;0.7;50
59;A3305.txt;genetic;33;filltruck;1886;5;739;5;323;1000;100;0.7;50
60;A3305.txt;genetic;33;filltruck;1886;5;703;5;312;1000;100;0.7;50
61;A3305.txt;genetic;33;filltruck;1886;5;722;5;321;1000;100;0.7;50
62;A3305.txt;genetic;33;filltruck;1886;5;801;5;342;1000;100;0.7;50
63;A3305.txt;genetic;33;filltruck;1886;5;707;5;331;1000;100;0.7;50
64;A3305.txt;genetic;33;filltruck;1886;5;701;5;315;1000;100;0.7;50
65;A3305.txt;genetic;33;filltruck;1886;5;740;5;319;1000;100;0.7;50
66;A3305.txt;genetic;33;filltruck;1886;5;759;5;317;1000;100;0.7;50
67;A3305.txt;genetic;33;filltruck;1886;5;790;5;314;1000;100;0.7;50
68;A3305.txt;genetic;33;filltruck;1886;5;775;5;313;1000;100;0.7;50
69;A3305.txt;genetic;33;filltruck;1886;5;805;5;309;1000;100;0.7;50
70;A3305.txt;genetic;33;filltruck;1886;5;726;5;313;1000;100;0.7;50
71;A3305.txt;genetic;33;filltruck;1886;5;725;5;311;1000;100;0.7;50
72;A3305.txt;genetic;33;filltruck;1886;5;792;5;308;1000;100;0.7;50
73;A3305.txt;genetic;33;filltruck;1886;5;737;5;312;1000;100;0.7;50
74;A3305.txt;genetic;33;filltruck;1886;5;751;5;314;1000;100;0.7;50
75;A3305.txt;genetic;33;filltruck;1886;5;748;5;310;1000;100;0.7;50
76;A3305.txt;genetic;33;filltruck;1886;5;773;5;324;1000;100;0.7;50
77;A3305.txt;genetic;33;filltruck;1886;5;806;5;309;1000;100;0.7;50
78;A3305.txt;genetic;33;filltruck;1886;5;772;5;313;1000;100;0.7;50
79;A3305.txt;genetic;33;filltruck;1886;5;879;5;315;1000;100;0.7;50
