i;GraphName;Algorithm;N Colis;Graph Initial;x0 fitness;x0 Nb camions;xi fitness;xi Nb camions;Temps calcul (en ms);Max iteration (generation);Nb population;Taux mutation;Nombre des meilleurs gardes
0;A3205.txt;genetic;32;filltruck;2080;5;893;5;3322;10000;100;0.7;50
0;A3305.txt;genetic;33;filltruck;1886;5;723;5;2954;10000;100;0.7;50
0;A3306.txt;genetic;33;filltruck;1593;7;805;6;3024;10000;100;0.7;50
0;A3405.txt;genetic;34;filltruck;2073;6;851;5;3032;10000;100;0.7;50
0;A3605.txt;genetic;36;filltruck;1991;5;875;5;3198;10000;100;0.7;50
0;A3705.txt;genetic;37;filltruck;1593;5;731;5;3075;10000;100;0.7;50
0;A3706.txt;genetic;37;filltruck;2050;7;998;6;3235;10000;100;0.7;50
0;A3805.txt;genetic;38;filltruck;2251;6;950;5;3135;10000;100;0.7;50
0;A3905.txt;genetic;39;filltruck;2377;6;944;5;3166;10000;100;0.7;50
0;A3906.txt;genetic;39;filltruck;2385;6;915;6;3237;10000;100;0.7;50
0;A4406.txt;genetic;44;filltruck;2603;7;1107;6;3417;10000;100;0.7;50
0;A4506.txt;genetic;45;filltruck;2815;7;1156;7;3492;10000;100;0.7;50
0;A4507.txt;genetic;45;filltruck;2775;7;1285;7;3499;10000;100;0.7;50
0;A4607.txt;genetic;46;filltruck;2693;7;1019;7;3532;10000;100;0.7;50
0;A5307.txt;genetic;53;filltruck;3300;8;1230;7;3785;10000;100;0.7;50
0;A5407.txt;genetic;54;filltruck;3491;8;1411;7;3771;10000;100;0.7;50
0;A5509.txt;genetic;55;filltruck;2950;9;1270;9;4059;10000;100;0.7;50
0;A6009.txt;genetic;60;filltruck;3770;10;1700;9;4122;10000;100;0.7;50
0;A6109.txt;genetic;61;filltruck;3236;11;1177;9;4227;10000;100;0.7;50
0;A6208.txt;genetic;62;filltruck;3474;8;1525;8;4100;10000;100;0.7;50
0;A6310.txt;genetic;63;filltruck;3706;11;1457;10;4416;10000;100;0.7;50
0;A6409.txt;genetic;64;filltruck;3734;10;1753;10;4355;10000;100;0.7;50
0;A6509.txt;genetic;65;filltruck;3673;10;1328;9;4355;10000;100;0.7;50
0;A6909.txt;genetic;69;filltruck;4196;10;1404;9;4386;10000;100;0.7;50
0;A8010.txt;genetic;80;filltruck;5166;11;1941;10;4799;10000;100;0.7;50
